,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2033944,2033944,13-Jun-21,Maryland,Baltimore,3400 block of Findlay Rd,0.0,1.0,False,True,False,False,2021,2,6,23,6
2033687,2033687,13-Jun-21,Pennsylvania,Philadelphia,6500 block of N Broad St,0.0,1.0,False,True,False,False,2021,2,6,23,6
2033905,2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,1.0,6.0,False,False,False,True,2021,2,6,23,6
2034394,2034394,13-Jun-21,Indiana,Lafayette,350 US-52,0.0,1.0,True,False,False,False,2021,2,6,23,6
2035615,2035615,13-Jun-21,Georgia,Warner Robins,100 block of Oak Grove Rd,0.0,1.0,False,True,False,False,2021,2,6,23,6
2034847,2034847,13-Jun-21,New York,Rochester,400 block of Ave D,0.0,1.0,False,True,False,False,2021,2,6,23,6
2034769,2034769,13-Jun-21,Maryland,District Heights (Forestville),3300 block of Walters Ln,0.0,1.0,False,True,False,False,2021,2,6,23,6
2034120,2034120,13-Jun-21,Texas,El Paso (Horizon City),300 block of Canyon Vista Dr,1.0,2.0,False,True,False,False,2021,2,6,23,6
2035784,2035784,13-Jun-21,Virginia,Virginia Beach,5500 block of Gower Pl,0.0,1.0,False,True,False,False,2021,2,6,23,6
2034775,2034775,13-Jun-21,Ohio,Columbus,816 Greenfield Dr,0.0,2.0,True,True,False,False,2021,2,6,23,6
2329997,2329997,13-Jun-22,Mississippi,Lauderdale,7751 J O Thomas Rd,0.0,2.0,True,False,False,False,2022,2,6,24,0
2329019,2329019,13-Jun-22,Missouri,Saint Louis,3500 block of S Spring Ave,0.0,2.0,True,True,False,False,2022,2,6,24,0
2330510,2330510,13-Jun-22,Tennessee,Chattanooga,500 block of Shawnee Trail,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330569,2330569,13-Jun-22,Virginia,Roanoke,700 block of 30th St NW,0.0,1.0,False,False,True,False,2022,2,6,24,0
2330271,2330271,13-Jun-22,Illinois,Chicago,7300 block of S Kenwood Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330041,2330041,13-Jun-22,Pennsylvania,Philadelphia,811 Adams St,0.0,1.0,False,True,False,False,2022,2,6,24,0
2332212,2332212,13-Jun-22,Indiana,Bloomington,100 block of N Crescent Rd,0.0,1.0,False,False,True,False,2022,2,6,24,0
2330596,2330596,13-Jun-22,California,Berkeley,600 block of Channing Way,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330039,2330039,13-Jun-22,Ohio,Columbus,W Broad St and N Warren Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330092,2330092,13-Jun-22,Delaware,New Castle,1200 West Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330930,2330930,13-Jun-22,Kentucky,Owensboro,800 block of Poindexter St,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330010,2330010,13-Jun-22,Texas,Houston,404 Oxford St,1.0,1.0,True,False,False,False,2022,2,6,24,0
2329682,2329682,13-Jun-22,Illinois,Chicago,5600 block of S Central Park Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2329801,2329801,13-Jun-22,New York,Bronx,Astor Ave and Holland Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2329954,2329954,13-Jun-22,Arkansas,Pine Bluff,1800 block of S Poplar St,1.0,0.0,False,True,False,False,2022,2,6,24,0
2329832,2329832,13-Jun-22,District of Columbia,Washington,3400 block of Wheeler Rd SE,1.0,1.0,False,True,False,False,2022,2,6,24,0
2333384,2333384,13-Jun-22,Texas,Sherman,221 Archer Cir,1.0,1.0,False,True,False,False,2022,2,6,24,0
2330449,2330449,13-Jun-22,Kansas,Wichita,1900 block of S Shiloh St,1.0,0.0,False,True,False,False,2022,2,6,24,0
2329558,2329558,13-Jun-22,Texas,San Antonio,4141 I-10 Frontage Rd,0.0,1.0,False,True,False,False,2022,2,6,24,0
2330189,2330189,13-Jun-22,Wisconsin,Milwaukee,8120 W Villard Ave,1.0,0.0,False,True,True,False,2022,2,6,24,0
2330742,2330742,13-Jun-22,California,Palo Alto (East Palo Alto),1900 block of Manhattan Ave,1.0,0.0,False,True,False,False,2022,2,6,24,0
2331460,2331460,13-Jun-22,Nevada,Las Vegas,Durango Dr and Vegas Dr,0.0,1.0,False,True,False,False,2022,2,6,24,0
2329823,2329823,13-Jun-22,Illinois,Chicago,9100 block of S Drexel Ave,0.0,1.0,False,True,False,False,2022,2,6,24,0
2329852,2329852,13-Jun-22,Alabama,Birmingham,1237 Beacon Pkwy E,1.0,2.0,False,True,False,False,2022,2,6,24,0
2329143,2329143,13-Jun-22,Wisconsin,Milwaukee,2400 block of N 38th St,0.0,1.0,False,True,False,False,2022,2,6,24,0
1951681,1951681,13-Mar-21,Florida,Orlando,200 block of Ring Rd,1.0,3.0,False,False,False,True,2021,1,3,10,5
1952151,1952151,13-Mar-21,New York,Brooklyn,917 Flushing Ave,0.0,5.0,False,False,False,True,2021,1,3,10,5
1951738,1951738,13-Mar-21,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2.0,4.0,False,False,False,True,2021,1,3,10,5
1953361,1953361,13-Mar-21,California,Los Angeles,4500 block of S Alameda St,0.0,2.0,True,False,False,False,2021,1,3,10,5
1951754,1951754,13-Mar-21,Indiana,Indianapolis,5800 block of Granner Dr,0.0,1.0,True,False,False,False,2021,1,3,10,5
1953131,1953131,13-Mar-21,Illinois,Chicago,6900 block of South State St,0.0,1.0,False,True,False,False,2021,1,3,10,5
1953999,1953999,13-Mar-21,North Dakota,Dickinson,False,1.0,0.0,False,True,False,False,2021,1,3,10,5
1952157,1952157,13-Mar-21,New York,Brooklyn,622 E 82nd St,1.0,2.0,False,True,False,False,2021,1,3,10,5
1952161,1952161,13-Mar-21,Indiana,Indianapolis,300 block of N Randolph St,4.0,1.0,True,False,False,True,2021,1,3,10,5
1953070,1953070,13-Mar-21,Mississippi,Yazoo City,11th St and Prentiss Ave,1.0,0.0,False,True,False,False,2021,1,3,10,5
1952125,1952125,13-Mar-21,Arkansas,Little Rock,2000 Boyle Park Rd,1.0,1.0,True,False,False,False,2021,1,3,10,5
1952746,1952746,13-Mar-21,Texas,Waco,937 S 11th St,1.0,1.0,False,False,True,False,2021,1,3,10,5
1954374,1954374,13-Mar-21,Colorado,Pueblo,1100 Highway 50 W,0.0,1.0,False,True,False,False,2021,1,3,10,5
1952777,1952777,13-Mar-21,California,Fresno,4300 block of E Clay Ave,0.0,1.0,False,True,False,False,2021,1,3,10,5
1952062,1952062,13-Mar-21,Pennsylvania,Pittsburgh,2300 block of Woodstock Ave,0.0,1.0,False,True,False,False,2021,1,3,10,5
1952014,1952014,13-Mar-21,Illinois,Chicago,12245 S Bishop St,0.0,1.0,False,True,False,False,2021,1,3,10,5
1951714,1951714,13-Mar-21,Georgia,Loganville,4376 Foxberry Run,1.0,1.0,False,True,False,False,2021,1,3,10,5
1954425,1954425,13-Mar-21,Iowa,Webster City,False,0.0,1.0,True,False,True,False,2021,1,3,10,5
1954055,1954055,13-Mar-21,North Carolina,Shelby,Suttle St and Oakland Dr,0.0,1.0,False,False,True,False,2021,1,3,10,5
1952604,1952604,13-Mar-21,Ohio,Columbus,1900 block of Joyce Ave,0.0,2.0,False,True,False,False,2021,1,3,10,5
1952102,1952102,13-Mar-21,Virginia,Hampton,908 W Pembroke Ave,0.0,1.0,False,False,True,False,2021,1,3,10,5
1951783,1951783,13-Mar-21,California,Hawthorne,14300 block of Cerise Ave,1.0,1.0,False,True,False,False,2021,1,3,10,5
2253400,2253400,13-Mar-22,New Jersey,Barnegat,20 block of Sextant Dr,0.0,1.0,False,True,False,False,2022,1,3,10,6
2253052,2253052,13-Mar-22,Arkansas,North Little Rock,800 block of W 38th St,1.0,0.0,False,True,False,False,2022,1,3,10,6
2252869,2252869,13-Mar-22,New York,New York (Manhattan),430 W 125th St,0.0,1.0,False,True,False,False,2022,1,3,10,6
2253270,2253270,13-Mar-22,Wisconsin,Racine,800 block of 18th St,1.0,0.0,False,True,False,False,2022,1,3,10,6
2254338,2254338,13-Mar-22,Kansas,Coffeyville,200 block of N Walnut St,1.0,0.0,False,True,False,False,2022,1,3,10,6
2253191,2253191,13-Mar-22,Illinois,Chicago,1700 block of S Wentworth,0.0,1.0,False,True,False,False,2022,1,3,10,6
2253332,2253332,13-Mar-22,Maryland,Glen Burnie,300 block of 9th Ave SE,0.0,1.0,False,True,False,False,2022,1,3,10,6
2253120,2253120,13-Mar-22,Texas,Dallas,1200 block of Diceman Ave,1.0,0.0,False,True,False,False,2022,1,3,10,6
2253668,2253668,13-Mar-22,Texas,San Antonio,7000 block of Fossil Banks,1.0,0.0,False,True,False,False,2022,1,3,10,6
2252804,2252804,13-Mar-22,Alabama,Tuscaloosa,3028 19th St,2.0,0.0,True,False,False,False,2022,1,3,10,6
2252798,2252798,13-Mar-22,North Carolina,Pembroke,1100 block of Jones Rd,2.0,0.0,False,True,False,False,2022,1,3,10,6
2252873,2252873,13-Mar-22,Illinois,Chicago,7902 S Exchange Ave,0.0,7.0,False,False,False,True,2022,1,3,10,6
2253527,2253527,13-Mar-22,Virginia,Richmond,6000 block of Glenway Ct,0.0,1.0,True,False,True,False,2022,1,3,10,6
2253365,2253365,13-Mar-22,Iowa,Cedar Rapids,1600 block of 7th Ave SE,0.0,1.0,False,True,False,False,2022,1,3,10,6
2256379,2256379,13-Mar-22,Texas,Forney,4500 block of Elderberry St,0.0,1.0,False,True,False,False,2022,1,3,10,6
2252792,2252792,13-Mar-22,South Carolina,Columbia,810 Pulaski St,1.0,4.0,False,True,False,True,2022,1,3,10,6
2253002,2253002,13-Mar-22,Louisiana,Baton Rouge,8100 block of Skysail Avenue,0.0,1.0,True,False,True,False,2022,1,3,10,6
2253981,2253981,13-Mar-22,Mississippi,Clarksdale,8th St,0.0,1.0,True,False,True,False,2022,1,3,10,6
2252973,2252973,13-Mar-22,Louisiana,Baton Rouge (Central),10041 E Brookside Dr,0.0,1.0,False,True,True,False,2022,1,3,10,6
2253712,2253712,13-Mar-22,Virginia,Culpeper,N Blue Ridge Ave,0.0,1.0,False,False,True,False,2022,1,3,10,6
2252500,2252500,13-Mar-22,New York,Rochester,471 State St,2.0,2.0,False,False,False,True,2022,1,3,10,6
2253422,2253422,13-Mar-22,Minnesota,Rochester,6 ½ St SE and 3rd Ave SE,0.0,1.0,False,True,False,False,2022,1,3,10,6
2003334,2003334,13-May-21,Rhode Island,Providence,87 Carolina Ave,0.0,8.0,False,True,False,True,2021,2,5,19,3
2003727,2003727,13-May-21,Illinois,Chicago,5900 block of S Paulina St,0.0,1.0,False,True,True,False,2021,2,5,19,3
2004164,2004164,13-May-21,North Carolina,Winston Salem (Winston-salem),1200 block of Silas Creek Pkwy,0.0,1.0,False,True,False,False,2021,2,5,19,3
2003724,2003724,13-May-21,Georgia,Savannah,1850 E Montgomery Cross Rd,0.0,1.0,False,False,True,False,2021,2,5,19,3
2003786,2003786,13-May-21,Florida,Jacksonville,2475 Hamilton Cir,0.0,1.0,False,True,False,False,2021,2,5,19,3
2003167,2003167,13-May-21,District of Columbia,Washington,200 block of 37th Pl SE,1.0,3.0,False,False,False,True,2021,2,5,19,3
2003588,2003588,13-May-21,Missouri,Union,700 block of Star Circle,1.0,0.0,True,False,True,False,2021,2,5,19,3
2003788,2003788,13-May-21,Florida,Jacksonville,1000 block of  Martin Luther King Jr Pkwy,0.0,1.0,False,True,False,False,2021,2,5,19,3
2003836,2003836,13-May-21,Florida,Wildwood,Co Rd 219,2.0,0.0,False,True,False,False,2021,2,5,19,3
2003696,2003696,13-May-21,North Carolina,Charlotte,1800 block of Allen St,1.0,0.0,False,True,False,False,2021,2,5,19,3
2003525,2003525,13-May-21,Ohio,Dayton,3600 block of Michigan Ave,1.0,1.0,False,True,False,False,2021,2,5,19,3
2003652,2003652,13-May-21,Pennsylvania,Philadelphia,5655 Grays Ave,1.0,1.0,False,True,False,False,2021,2,5,19,3
2003831,2003831,13-May-21,Florida,Sanford,2000 block of Sipes Ave,0.0,1.0,False,True,False,False,2021,2,5,19,3
2003492,2003492,13-May-21,Illinois,Chicago,1800 block of S Kildare Ave,0.0,1.0,True,False,True,False,2021,2,5,19,3
2064529,2064529,13-May-21,Virginia,Woodbridge,15000 block of Lost Canyon Ct,0.0,1.0,False,False,True,False,2021,2,5,19,3
2003839,2003839,13-May-21,Florida,Tampa,30th Ave and 54th St N,0.0,1.0,True,False,True,False,2021,2,5,19,3
2004564,2004564,13-May-21,Pennsylvania,Philadelphia,2200 block of N Lawrence St,0.0,2.0,False,True,False,False,2021,2,5,19,3
2003481,2003481,13-May-21,Wisconsin,Beloit,1300 block of Nelson Ave,0.0,3.0,False,True,False,False,2021,2,5,19,3
2004452,2004452,13-May-21,New York,Rochester,700 block of N Goodman St,0.0,2.0,False,True,False,False,2021,2,5,19,3
2004222,2004222,13-May-21,Illinois,Danville,1618 E Fairchild St,1.0,1.0,False,True,False,False,2021,2,5,19,3
2002910,2002910,13-May-21,Texas,Houston,10910 Gulf Fwy,1.0,1.0,False,True,False,False,2021,2,5,19,3
2003509,2003509,13-May-21,Illinois,Chicago,8600 block of S Wallace Ave,0.0,1.0,False,True,False,False,2021,2,5,19,3
2003522,2003522,13-May-21,Illinois,Chicago,7200 block of W Wood St,0.0,2.0,False,True,False,False,2021,2,5,19,3
2003383,2003383,13-May-21,Georgia,Augusta,201 E Telfair St,2.0,2.0,False,False,False,True,2021,2,5,19,3
2004344,2004344,13-May-21,Kentucky,Edmonton,Wilson Cir,0.0,1.0,False,False,True,False,2021,2,5,19,3
2312959,2312959,13-May-22,South Carolina,Woodford,McClain St,1.0,0.0,True,False,False,False,2022,2,5,19,4
2301713,2301713,13-May-22,Indiana,Logansport,4505 US-24,0.0,1.0,False,True,False,False,2022,2,5,19,4
2301747,2301747,13-May-22,South Carolina,North,174 McClain St,1.0,0.0,True,False,False,False,2022,2,5,19,4
2301426,2301426,13-May-22,Illinois,Chicago,4300 block of W Adams St,0.0,1.0,False,True,False,False,2022,2,5,19,4
2301348,2301348,13-May-22,Ohio,Columbus,378 Hawkes Ave,0.0,1.0,True,False,False,False,2022,2,5,19,4
2301170,2301170,13-May-22,California,Los Angeles,W 56th St and Western Ave,0.0,2.0,True,False,False,False,2022,2,5,19,4
2301116,2301116,13-May-22,Ohio,Youngstown,Millet Ave,0.0,1.0,False,True,False,False,2022,2,5,19,4
2302244,2302244,13-May-22,North Carolina,Gastonia,Ridge Ave,0.0,2.0,False,True,False,False,2022,2,5,19,4
2301166,2301166,13-May-22,Virginia,Alexandria,2320 Richmond Hwy,1.0,1.0,False,True,False,False,2022,2,5,19,4
2302717,2302717,13-May-22,North Carolina,Kinston,400 block of Atlantic Ave,0.0,1.0,False,True,False,False,2022,2,5,19,4
2301395,2301395,13-May-22,Texas,Austin,8408 Garcreek Circle,0.0,3.0,False,True,False,False,2022,2,5,19,4
2301847,2301847,13-May-22,Kentucky,Elkton,W Ruth Dr,0.0,1.0,False,True,False,False,2022,2,5,19,4
2302370,2302370,13-May-22,Pennsylvania,Harrisburg,1900 block of N 4th St,0.0,1.0,False,True,False,False,2022,2,5,19,4
2302735,2302735,13-May-22,Michigan,Detroit,Cadillac Sq and Randolph St,0.0,2.0,False,True,False,False,2022,2,5,19,4
2301118,2301118,13-May-22,Ohio,Warren,473 Maryland Ave NW,1.0,2.0,False,True,False,False,2022,2,5,19,4
2302276,2302276,13-May-22,North Carolina,Fayetteville,5709 Yadkin Rd,1.0,0.0,False,True,False,False,2022,2,5,19,4
2301830,2301830,13-May-22,Pennsylvania,Philadelphia,S 32nd St and Market St,0.0,1.0,False,False,True,False,2022,2,5,19,4
2301767,2301767,13-May-22,Georgia,Lagrange,1200 Whitesville Rd,0.0,1.0,False,True,True,False,2022,2,5,19,4
2301494,2301494,13-May-22,Wisconsin,Milwaukee,Water St and Juneau Ave,0.0,17.0,False,True,False,True,2022,2,5,19,4
2301436,2301436,13-May-22,Wisconsin,Milwaukee,W Highland Ave and Dr  Martin Luther King Jr Dr,0.0,3.0,False,True,False,False,2022,2,5,19,4
2302381,2302381,13-May-22,Wisconsin,Milwaukee,N 25th St and W Hadley St,0.0,1.0,False,True,False,False,2022,2,5,19,4
2301663,2301663,13-May-22,Arizona,Phoenix,47th Ave and Thomas Rd,1.0,0.0,False,True,True,False,2022,2,5,19,4
2301423,2301423,13-May-22,Illinois,Chicago,6900 block of S Ada St,1.0,0.0,False,True,False,False,2022,2,5,19,4
2301049,2301049,13-May-22,Missouri,Saint Louis,2500 block of Harriet Walk,0.0,1.0,True,False,True,False,2022,2,5,19,4
2301373,2301373,13-May-22,New York,Brooklyn,824 Park Ave,0.0,2.0,False,True,False,False,2022,2,5,19,4
2302239,2302239,13-May-22,North Carolina,Gastonia,Matthews St,0.0,1.0,False,False,True,False,2022,2,5,19,4
2301434,2301434,13-May-22,Pennsylvania,Drexel Hill,2200 block of Garrett Road,0.0,1.0,True,False,True,False,2022,2,5,19,4
2167889,2167889,13-Nov-21,Louisiana,Houma,100 block of Emma St,0.0,4.0,False,False,False,True,2021,4,11,45,5
2166055,2166055,13-Nov-21,North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0.0,4.0,False,False,False,True,2021,4,11,45,5
2166371,2166371,13-Nov-21,Georgia,Atlanta,2060 Alison Court SW,1.0,0.0,True,False,True,False,2021,4,11,45,5
2167270,2167270,13-Nov-21,Georgia,Nashville,300 block of JD Nichols Rd,1.0,1.0,True,False,True,False,2021,4,11,45,5
2165859,2165859,13-Nov-21,Alabama,Mobile,1200 block of Alba St,1.0,0.0,True,False,True,False,2021,4,11,45,5
2167422,2167422,13-Nov-21,Nebraska,Virginia,717 Rd and 607 Ave,1.0,0.0,False,False,True,False,2021,4,11,45,5
2165771,2165771,13-Nov-21,Arizona,Buckeye,900 S Watson Rd,1.0,0.0,False,True,False,False,2021,4,11,45,5
2166128,2166128,13-Nov-21,Maryland,Upper Marlboro,13500 block of Fenway Ln,1.0,0.0,False,True,False,False,2021,4,11,45,5
2166373,2166373,13-Nov-21,Idaho,Pocatello,440 E Center St,0.0,1.0,False,True,False,False,2021,4,11,45,5
2165968,2165968,13-Nov-21,Illinois,Chicago,2200 block of S Kolin Ave,0.0,1.0,False,True,False,False,2021,4,11,45,5
2166582,2166582,13-Nov-21,Texas,Houston,14589 Main St,0.0,1.0,False,True,False,False,2021,4,11,45,5
2166701,2166701,13-Nov-21,Alabama,Montgomery,300 block of Auburn St,0.0,1.0,False,True,False,False,2021,4,11,45,5
2166067,2166067,13-Nov-21,California,Oakland,1100 block of 89th Ave,0.0,2.0,False,True,False,False,2021,4,11,45,5
2166296,2166296,13-Nov-21,Virginia,Petersburg,1100 block of W Wythe St,0.0,1.0,False,True,False,False,2021,4,11,45,5
2166262,2166262,13-Nov-21,California,Chula Vista,656 E St,1.0,1.0,False,True,False,False,2021,4,11,45,5
2169593,2169593,13-Nov-21,New York,Albany,N Allen St,0.0,2.0,False,True,True,False,2021,4,11,45,5
2166408,2166408,13-Nov-21,Minnesota,Fisher,US-2 and 380th Ave SW,0.0,1.0,False,False,True,False,2021,4,11,45,5
2141618,2141618,13-Oct-21,Washington,Seattle,False,0.0,1.0,False,False,True,False,2021,4,10,41,2
2140705,2140705,13-Oct-21,Missouri,Kansas City,E 37th St and Wayne Ave,1.0,0.0,False,True,False,False,2021,4,10,41,2
2141279,2141279,13-Oct-21,Minnesota,Saint Paul,200 block of W Fuller Ave,0.0,1.0,False,False,True,False,2021,4,10,41,2
2140222,2140222,13-Oct-21,Ohio,Cincinnati,1600 block of Jonathan Ave,1.0,0.0,False,True,False,False,2021,4,10,41,2
2141501,2141501,13-Oct-21,Nebraska,Omaha,Blondo St,0.0,1.0,False,True,False,False,2021,4,10,41,2
2141520,2141520,13-Oct-21,Ohio,Cincinnati,1800 block of Lawn Ave,0.0,1.0,False,True,False,False,2021,4,10,41,2
2140288,2140288,13-Oct-21,Michigan,Saginaw,1220 Court St,0.0,1.0,False,True,False,False,2021,4,10,41,2
2140772,2140772,13-Oct-21,Illinois,Chicago,6900 block of S Green St,0.0,1.0,False,True,False,False,2021,4,10,41,2
2139973,2139973,13-Oct-21,Arizona,Phoenix,N 30th St and E Roosevelt St,0.0,1.0,False,True,False,False,2021,4,10,41,2
2140019,2140019,13-Oct-21,Florida,Miami,3252 NE 1st Ave,0.0,2.0,False,False,True,False,2021,4,10,41,2
2140009,2140009,13-Oct-21,Indiana,South Bend,1300 block of N Kaley St,0.0,2.0,False,True,False,False,2021,4,10,41,2
2152874,2152874,13-Oct-21,Pennsylvania,Philadelphia,2900 block of W Girard Ave,0.0,1.0,False,True,False,False,2021,4,10,41,2
2165387,2165387,13-Oct-21,Georgia,Sandersville,617 Fern Crest Dr,0.0,1.0,False,True,False,False,2021,4,10,41,2
2141588,2141588,13-Oct-21,North Carolina,High Point,Futrelle Dr,0.0,1.0,False,True,False,False,2021,4,10,41,2
2140529,2140529,13-Oct-21,Louisiana,Grambling,403 Main St,1.0,1.0,False,True,False,False,2021,4,10,41,2
2142274,2142274,13-Oct-21,Pennsylvania,Pottstown,100 block of N Evans St,0.0,1.0,False,True,False,False,2021,4,10,41,2
2115659,2115659,13-Sep-21,Virginia,Richmond,3400 block of Walmsley Blvd,0.0,2.0,False,True,False,False,2021,3,9,37,0
2115393,2115393,13-Sep-21,Maryland,Baltimore,2300 block of E Hoffman St,0.0,2.0,False,True,False,False,2021,3,9,37,0
2115386,2115386,13-Sep-21,New York,Brooklyn,920 Ashford St,0.0,2.0,False,True,False,False,2021,3,9,37,0
2116419,2116419,13-Sep-21,Virginia,Richmond,1st Ave,0.0,2.0,False,True,False,False,2021,3,9,37,0
2115174,2115174,13-Sep-21,South Carolina,Dillon,SC-57,0.0,2.0,True,False,False,False,2021,3,9,37,0
2115234,2115234,13-Sep-21,New York,Bronx,Oak Point Ave and Longfellow Ave,0.0,1.0,False,True,False,False,2021,3,9,37,0
2115934,2115934,13-Sep-21,Connecticut,Bridgeport,4 Rockridge Cir,0.0,1.0,False,True,False,False,2021,3,9,37,0
2115854,2115854,13-Sep-21,Florida,Parrish,4200 block of Cottage Hill Ave,1.0,0.0,False,False,True,False,2021,3,9,37,0
2115900,2115900,13-Sep-21,Georgia,Atlanta,4226 Notting Hill Dr SW,1.0,0.0,False,False,True,False,2021,3,9,37,0
2115522,2115522,13-Sep-21,Wisconsin,Milwaukee,3073 N Sherman Blvd,0.0,5.0,False,True,False,True,2021,3,9,37,0
2115678,2115678,13-Sep-21,Pennsylvania,Philadelphia,1100 block of W Lehigh Ave,0.0,2.0,False,True,False,False,2021,3,9,37,0
2115696,2115696,13-Sep-21,Pennsylvania,Reading,900 block of N 10th St,1.0,1.0,False,True,False,False,2021,3,9,37,0
2116483,2116483,13-Sep-21,Ohio,Columbus,1500 block of Arlington Ave,1.0,0.0,False,True,False,False,2021,3,9,37,0
2115429,2115429,13-Sep-21,Kentucky,Louisville,Louis Coleman Jr. Dr and Herman St,0.0,3.0,False,True,False,False,2021,3,9,37,0
2115778,2115778,13-Sep-21,Mississippi,Jackson,6600 block of Abraham Lincoln Dr,1.0,1.0,False,True,False,False,2021,3,9,37,0
2116547,2116547,13-Sep-21,Florida,Vero Beach,3980 King Place,1.0,1.0,False,True,False,False,2021,3,9,37,0
2116322,2116322,13-Sep-21,Missouri,Saint Louis,9900 block of Glen Owen Dr,1.0,0.0,False,True,False,False,2021,3,9,37,0
2115011,2115011,13-Sep-21,Wisconsin,Milwaukee,W Burleigh St and N Sherman Blvd,1.0,0.0,False,True,False,False,2021,3,9,37,0
2116170,2116170,13-Sep-21,Tennessee,Shelbyville,1201 N Main St,1.0,0.0,False,True,False,False,2021,3,9,37,0
2115797,2115797,13-Sep-21,Florida,Gainesville,False,0.0,1.0,False,True,False,False,2021,3,9,37,0
2114806,2114806,13-Sep-21,Illinois,Chicago,50 block of S Leamington Ave,0.0,1.0,False,True,False,False,2021,3,9,37,0
2115745,2115745,13-Sep-21,Texas,Arlington,2300 block of Sherry St,0.0,1.0,False,True,False,False,2021,3,9,37,0
2115377,2115377,13-Sep-21,California,Reedley,900 block of Manning Ave,0.0,1.0,False,False,True,False,2021,3,9,37,0
2180245,2180245,13-Sep-21,Michigan,Roscommon (county),False,0.0,1.0,False,False,True,False,2021,3,9,37,0
2115908,2115908,13-Sep-21,Georgia,Marietta,925 Whitlock Ave NW,0.0,2.0,True,False,True,False,2021,3,9,37,0
2115973,2115973,13-Sep-21,Georgia,Savannah,500 block Emerald Dr,1.0,0.0,False,True,False,False,2021,3,9,37,0
1978173,1978173,14-Apr-21,Michigan,Detroit,9636 Appoline St,0.0,1.0,True,False,False,False,2021,2,4,15,2
1978162,1978162,14-Apr-21,Wisconsin,Milwaukee,Holton St and Center St,0.0,2.0,False,False,True,False,2021,2,4,15,2
1977727,1977727,14-Apr-21,Illinois,Chicago,1738 W 71st St,0.0,1.0,False,False,True,False,2021,2,4,15,2
1978051,1978051,14-Apr-21,Mississippi,Jackson,Terry Rd and Hwy 80,0.0,1.0,False,True,False,False,2021,2,4,15,2
1977219,1977219,14-Apr-21,Florida,Windermere,9200 block of Conroy Windermere Rd,0.0,1.0,False,True,False,False,2021,2,4,15,2
1978108,1978108,14-Apr-21,Arizona,Mesa,S Gilbert Rd and E Main St,1.0,0.0,False,True,False,False,2021,2,4,15,2
1978101,1978101,14-Apr-21,Pennsylvania,Philadelphia,2900 block of N Taney St,1.0,0.0,False,True,False,False,2021,2,4,15,2
1978358,1978358,14-Apr-21,Kansas,Leavenworth,2500 S 4th St,1.0,0.0,False,True,False,False,2021,2,4,15,2
1983219,1983219,14-Apr-21,Arizona,Mesa,E Brown Rd and N Ellsworth Rd,2.0,1.0,True,False,False,False,2021,2,4,15,2
1977879,1977879,14-Apr-21,Ohio,Columbus,2255 Hanna Dr,0.0,1.0,True,False,False,False,2021,2,4,15,2
1977819,1977819,14-Apr-21,Pennsylvania,Philadelphia,800 block of S 53rd St,1.0,2.0,True,False,False,False,2021,2,4,15,2
1977432,1977432,14-Apr-21,Kentucky,Louisville,4500 block of Trumpet Way,1.0,0.0,False,True,False,False,2021,2,4,15,2
1977241,1977241,14-Apr-21,Wisconsin,Milwaukee,2800 block of N 39th St,0.0,1.0,True,False,False,False,2021,2,4,15,2
1977316,1977316,14-Apr-21,Georgia,Norcross,3400 block of Holcomb Bridge Rd,1.0,0.0,False,False,True,False,2021,2,4,15,2
1978424,1978424,14-Apr-21,Florida,Palm Beach Gardens (Riviera Beach),AC Evans St,1.0,1.0,True,False,False,False,2021,2,4,15,2
1978480,1978480,14-Apr-21,Arkansas,Hot Springs National Park (Hot Springs),300 block of Cones Rd,1.0,0.0,False,True,False,False,2021,2,4,15,2
1977785,1977785,14-Apr-21,Tennessee,Memphis,5315 Knight Arnold Rd,2.0,0.0,False,True,False,False,2021,2,4,15,2
2278467,2278467,14-Apr-22,Maryland,St Charles,3000 Gallery Place,0.0,1.0,True,False,False,False,2022,2,4,15,3
2279115,2279115,14-Apr-22,Louisiana,Monroe,200 block of Blackwood Dr,1.0,0.0,False,True,False,False,2022,2,4,15,3
2279266,2279266,14-Apr-22,Texas,San Antonio,5600 block of Stonybrook Dr,1.0,0.0,False,True,False,False,2022,2,4,15,3
2279355,2279355,14-Apr-22,Pennsylvania,Erie,2100 block of Downing Ave,1.0,0.0,True,False,False,False,2022,2,4,15,3
2278690,2278690,14-Apr-22,Illinois,Chicago,600 block of S Lawndale Ave,1.0,0.0,False,True,False,False,2022,2,4,15,3
2278911,2278911,14-Apr-22,Minnesota,Minneapolis,2100 block of Glenwood Ave,0.0,1.0,False,False,True,False,2022,2,4,15,3
