,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2014689,2014689,24-May-21,New York,Albany,Wilbur St and Philip St,1.0,0.0,False,True,False,False,2021,2,5,21,0
2079652,2079652,24-May-21,Washington,Moses Lake,300 block of S Gibby Rd,1.0,1.0,False,True,False,False,2021,2,5,21,0
2014547,2014547,24-May-21,Pennsylvania,Pittsburgh (Penn Hills),10100 block of Gibson St,1.0,0.0,False,True,False,False,2021,2,5,21,0
2014343,2014343,24-May-21,Michigan,Inkster,27000 block of Rosewood St,2.0,2.0,False,False,False,True,2021,2,5,21,0
2014019,2014019,24-May-21,Illinois,Aurora,800 block of N Lake St,0.0,1.0,False,False,True,False,2021,2,5,21,0
2014432,2014432,24-May-21,Texas,Houston,5300 block of Aldine Bender Rd,0.0,1.0,False,True,False,False,2021,2,5,21,0
2014169,2014169,24-May-21,North Carolina,Winston Salem (Winston-salem),100 N Martin Luther King Jr Dr,0.0,1.0,False,False,True,False,2021,2,5,21,0
2014381,2014381,24-May-21,Ohio,West Jefferson,127 Jackson St,4.0,0.0,False,False,False,True,2021,2,5,21,0
2014937,2014937,24-May-21,California,Oakland,8700 block of E St,1.0,0.0,False,True,False,False,2021,2,5,21,0
2311139,2311139,24-May-22,Virginia,Woodbridge,15300 block of Gatehouse Terrace,0.0,1.0,True,False,False,False,2022,2,5,21,1
2310130,2310130,24-May-22,Alabama,Birmingham,2000 block of Ave V,0.0,2.0,True,False,True,False,2022,2,5,21,1
2310231,2310231,24-May-22,Georgia,Lawrenceville,Pine Ln,0.0,1.0,False,True,False,False,2022,2,5,21,1
2310798,2310798,24-May-22,South Carolina,North Charleston,6520 Dorchester Rd,0.0,1.0,False,True,True,False,2022,2,5,21,1
2311001,2311001,24-May-22,Wisconsin,Milwaukee,2500 block of N 12th St,0.0,1.0,True,False,True,False,2022,2,5,21,1
2312171,2312171,24-May-22,Michigan,Saginaw,100 block of E Stark Dr,0.0,2.0,False,False,True,False,2022,2,5,21,1
2310278,2310278,24-May-22,Texas,Uvalde,715 Old Carrizo Rd,22.0,17.0,True,False,False,True,2022,2,5,21,1
2311103,2311103,24-May-22,Maryland,Baltimore,6200 block of O’Donnell St,0.0,1.0,False,True,False,False,2022,2,5,21,1
2311246,2311246,24-May-22,Ohio,Akron,1000 block of Biruta St,1.0,0.0,False,True,False,False,2022,2,5,21,1
2311368,2311368,24-May-22,Indiana,Fort Wayne,2900 block of Reed St,0.0,1.0,True,False,False,False,2022,2,5,21,1
2312129,2312129,24-May-22,Georgia,Athens,E Carver Dr and Cone Dr,0.0,2.0,False,True,False,False,2022,2,5,21,1
2312614,2312614,24-May-22,California,Lemon Grove,Lemon Grove Way and Hilltop Dr,0.0,1.0,False,True,True,False,2022,2,5,21,1
2312524,2312524,24-May-22,Indiana,Indianapolis,3900 block of N Illinois St,0.0,1.0,True,False,False,False,2022,2,5,21,1
2174885,2174885,24-Nov-21,Wisconsin,Milwaukee,N Sherman Blvd and W Eggert Pl,0.0,2.0,False,True,False,False,2021,4,11,47,2
2174468,2174468,24-Nov-21,Pennsylvania,Clairton,1617 State St,0.0,3.0,False,False,True,False,2021,4,11,47,2
2174813,2174813,24-Nov-21,Illinois,Chicago,7700 block of N Marshfield Ave,0.0,1.0,False,True,False,False,2021,4,11,47,2
2174393,2174393,24-Nov-21,Ohio,Columbus,7000 block of Norworth Rd,1.0,0.0,False,True,False,False,2021,4,11,47,2
2189383,2189383,24-Nov-21,Pennsylvania,Philadelphia,2000 block of N Stillman St,0.0,1.0,False,True,False,False,2021,4,11,47,2
2174718,2174718,24-Nov-21,Washington,Seattle (Tukwila),1249 Southcenter Mall,1.0,1.0,False,True,False,False,2021,4,11,47,2
2175069,2175069,24-Nov-21,Colorado,Aurora,900 block of S Addison Way,1.0,1.0,False,True,False,False,2021,4,11,47,2
2174811,2174811,24-Nov-21,Illinois,Chicago,2558 S Blue Island Ave,1.0,0.0,False,True,False,False,2021,4,11,47,2
2174401,2174401,24-Nov-21,District of Columbia,Washington,2300 block of Chester St,1.0,0.0,True,False,False,False,2021,4,11,47,2
2174213,2174213,24-Nov-21,Florida,Fort Lauderdale (Lauderhill),NW 14th Place and NW 32nd Ave,0.0,1.0,False,False,True,False,2021,4,11,47,2
2174567,2174567,24-Nov-21,Tennessee,Memphis,2700 S Perkins Rd,0.0,1.0,False,False,True,False,2021,4,11,47,2
2175355,2175355,24-Nov-21,Pennsylvania,Philadelphia,2200 block of N 8th St,0.0,1.0,False,True,False,False,2021,4,11,47,2
2154118,2154118,24-Oct-21,Kentucky,Murray,107 N 12th St,0.0,1.0,False,False,True,False,2021,4,10,42,6
2179741,2179741,24-Oct-21,Wisconsin,Florence (county),False,0.0,1.0,True,False,True,False,2021,4,10,42,6
2149918,2149918,24-Oct-21,New York,Syracuse,Delaware St,0.0,1.0,False,False,True,False,2021,4,10,42,6
2150037,2150037,24-Oct-21,Mississippi,Crenshaw,413 Jones St,2.0,3.0,False,False,False,True,2021,4,10,42,6
2149665,2149665,24-Oct-21,Texas,San Antonio,3500 block of Woodville Dr,0.0,1.0,True,False,False,False,2021,4,10,42,6
2150062,2150062,24-Oct-21,Florida,Jacksonville,3700 University Club Blvd,0.0,1.0,False,True,False,False,2021,4,10,42,6
2150000,2150000,24-Oct-21,Washington,Spokane,E Nebraska Ave and N Helena St,0.0,1.0,False,True,False,False,2021,4,10,42,6
2150755,2150755,24-Oct-21,Kentucky,Louisville,1200 block of Sale Ave,0.0,1.0,False,True,False,False,2021,4,10,42,6
2149818,2149818,24-Oct-21,Maryland,Severn,8227 Tomlinson Ct,0.0,1.0,False,True,False,False,2021,4,10,42,6
2150232,2150232,24-Oct-21,South Carolina,Aiken,Lawrence St,0.0,1.0,True,False,False,False,2021,4,10,42,6
2149427,2149427,24-Oct-21,Georgia,Atlanta,2950 Middleton Rd,0.0,1.0,False,True,False,False,2021,4,10,42,6
2150431,2150431,24-Oct-21,Ohio,Columbus,2100 Block of Dresden St,0.0,1.0,False,True,False,False,2021,4,10,42,6
2150271,2150271,24-Oct-21,South Carolina,Simpsonville,702 Fairview Rd,1.0,0.0,False,True,False,False,2021,4,10,42,6
2150258,2150258,24-Oct-21,South Carolina,Charleston,800 block of Elsey Dr,0.0,2.0,False,True,False,False,2021,4,10,42,6
2149401,2149401,24-Oct-21,Georgia,Forest Park,738 Morrow Rd,2.0,0.0,False,True,False,False,2021,4,10,42,6
2156411,2156411,24-Oct-21,Texas,Leonard,4400 block of FM 1553,1.0,0.0,False,False,True,False,2021,4,10,42,6
2154085,2154085,24-Oct-21,California,Gonzales,Foletta Rd,2.0,2.0,False,False,False,True,2021,4,10,42,6
2150048,2150048,24-Oct-21,Michigan,Ann Arbor,700 block of N Maple Rd,0.0,1.0,True,False,True,False,2021,4,10,42,6
2149548,2149548,24-Oct-21,Minnesota,Minneapolis,3800 block of Columbus Ave S,0.0,1.0,False,False,True,False,2021,4,10,42,6
2149451,2149451,24-Oct-21,Georgia,Columbus,3900 block of Calhoun Dr,1.0,0.0,False,True,False,False,2021,4,10,42,6
2124717,2124717,24-Sep-21,District of Columbia,Washington,50 block of 49th St SE,0.0,1.0,False,True,False,False,2021,3,9,38,4
2124599,2124599,24-Sep-21,Illinois,Hoffman Estates,1 W Golf Rd,0.0,2.0,False,True,False,False,2021,3,9,38,4
2125130,2125130,24-Sep-21,Illinois,Chicago,7200 block of S Jeffery Blvd,1.0,2.0,False,True,False,False,2021,3,9,38,4
2124451,2124451,24-Sep-21,Indiana,Goshen,200 block of S 8th St,0.0,1.0,False,True,False,False,2021,3,9,38,4
2124887,2124887,24-Sep-21,California,Los Angeles,11600 block of Willowbrook Ave,0.0,4.0,False,True,False,True,2021,3,9,38,4
2124396,2124396,24-Sep-21,South Carolina,Aiken,749 Silver Bluff Rd,4.0,1.0,False,False,False,True,2021,3,9,38,4
2125294,2125294,24-Sep-21,Rhode Island,Pawtucket,100 block of Spring St,0.0,1.0,False,True,False,False,2021,3,9,38,4
2130477,2130477,24-Sep-21,Texas,Baytown,I-10 and John Martin Rd,0.0,2.0,False,True,False,False,2021,3,9,38,4
2124563,2124563,24-Sep-21,Kentucky,Louisville,1500 Hemlock St,0.0,1.0,False,True,False,False,2021,3,9,38,4
2125348,2125348,24-Sep-21,California,Compton,1900 block of E Pine St,1.0,0.0,False,True,False,False,2021,3,9,38,4
2127265,2127265,24-Sep-21,Wisconsin,Milwaukee,2830 W Bobolink Ave,1.0,0.0,False,True,False,False,2021,3,9,38,4
2125128,2125128,24-Sep-21,Missouri,Kansas City,Bannister Rd and James A Reed Rd,1.0,0.0,False,True,False,False,2021,3,9,38,4
2124466,2124466,24-Sep-21,Georgia,Savannah,202 Crescent Dr,1.0,0.0,False,True,False,False,2021,3,9,38,4
1988481,1988481,25-Apr-21,South Carolina,Goose Creek,106 Central Ave,0.0,2.0,False,True,False,False,2021,2,4,16,6
1986933,1986933,25-Apr-21,Illinois,Chicago,2000 block of W 70th Pl,0.0,1.0,False,True,False,False,2021,2,4,16,6
1986648,1986648,25-Apr-21,Texas,Austin,8121 Research Blvd,1.0,0.0,False,True,False,False,2021,2,4,16,6
1987614,1987614,25-Apr-21,Virginia,Springfield,8000 block of Winding Way Ct,2.0,0.0,False,True,False,False,2021,2,4,16,6
1986575,1986575,25-Apr-21,Arizona,Phoenix,4270 W Thomas Rd,1.0,0.0,False,False,True,False,2021,2,4,16,6
1986822,1986822,25-Apr-21,Ohio,Toledo,2200 block of Auburn Ave,0.0,1.0,False,False,True,False,2021,2,4,16,6
1986482,1986482,25-Apr-21,Louisiana,New Orleans,1400 block of Arts St,0.0,2.0,False,True,False,False,2021,2,4,16,6
1987298,1987298,25-Apr-21,Pennsylvania,Harrisburg,14th St and Market St,0.0,1.0,False,True,False,False,2021,2,4,16,6
1986265,1986265,25-Apr-21,Colorado,Aurora,1500 S Abilene St,0.0,2.0,False,True,False,False,2021,2,4,16,6
2045922,2045922,25-Apr-21,New Mexico,Ruidoso,901 Mechem Dr,1.0,0.0,False,False,True,False,2021,2,4,16,6
1987006,1987006,25-Apr-21,Florida,Fort Myers,3513 Fowler St,1.0,1.0,True,False,True,False,2021,2,4,16,6
1987107,1987107,25-Apr-21,Washington,Federal Way,27900 block of Pacific Hwy S,1.0,0.0,True,False,True,False,2021,2,4,16,6
1988728,1988728,25-Apr-21,Mississippi,Meadville,False,0.0,1.0,True,False,False,False,2021,2,4,16,6
1986600,1986600,25-Apr-21,Alabama,Mobile,Halls Mill Rd and Pleasant Valley Rd,0.0,1.0,False,True,False,False,2021,2,4,16,6
1987054,1987054,25-Apr-21,New York,Brooklyn,Center Mall and Clinton St,1.0,1.0,False,False,True,False,2021,2,4,16,6
1987864,1987864,25-Apr-21,Florida,Springfield,500 Block of N Everitt Ave,2.0,0.0,True,False,False,False,2021,2,4,16,6
1989619,1989619,25-Apr-21,Texas,Cameron,1500 block of W 10th St,0.0,2.0,False,False,True,False,2021,2,4,16,6
1987167,1987167,25-Apr-21,Maryland,Great Mills,45500 block of Coronado Dr,0.0,2.0,False,True,False,False,2021,2,4,16,6
1987251,1987251,25-Apr-21,California,Bakersfield,2000 block of White Lane,0.0,1.0,False,True,True,False,2021,2,4,16,6
1986915,1986915,25-Apr-21,New York,Rochester,300 Magnolia St,0.0,1.0,True,False,False,False,2021,2,4,16,6
1986593,1986593,25-Apr-21,Arkansas,Little Rock,1900 E 6th St,1.0,3.0,True,False,False,True,2021,2,4,16,6
1991347,1991347,25-Apr-21,Texas,Palestine,1101 W Palestine Ave,0.0,4.0,False,False,False,True,2021,2,4,16,6
1987295,1987295,25-Apr-21,Pennsylvania,Harrisburg,Brookwood St and Derry St,0.0,2.0,False,True,False,False,2021,2,4,16,6
1987528,1987528,25-Apr-21,Kansas,Wichita,3801 W 13th St N,1.0,1.0,False,True,False,False,2021,2,4,16,6
1986642,1986642,25-Apr-21,Tennessee,Memphis,1050 Chelsea Ave,0.0,1.0,False,True,False,False,2021,2,4,16,6
1986462,1986462,25-Apr-21,South Carolina,Florence,Springvalley Dr,0.0,1.0,False,False,True,False,2021,2,4,16,6
1986770,1986770,25-Apr-21,Missouri,Kansas City,E 18th St and Vine St,1.0,4.0,False,False,False,True,2021,2,4,16,6
1986947,1986947,25-Apr-21,Arizona,Phoenix,91st Ave and Camelback Rd,3.0,1.0,False,True,False,False,2021,2,4,16,6
1987235,1987235,25-Apr-21,Alabama,Phenix City,1700 Highway 280 Bypass,0.0,4.0,False,False,False,True,2021,2,4,16,6
1987102,1987102,25-Apr-21,Florida,Orlando,4800 block of Raleigh St,1.0,0.0,False,True,False,False,2021,2,4,16,6
1987653,1987653,25-Apr-21,Texas,Dallas,4300 block of Duncanville Rd,1.0,0.0,False,False,True,False,2021,2,4,16,6
1987517,1987517,25-Apr-21,North Carolina,Mooresboro,False,0.0,1.0,True,False,True,False,2021,2,4,16,6
1986603,1986603,25-Apr-21,Pennsylvania,Harrisburg,Brookwood St and 21st St,0.0,2.0,False,True,False,False,2021,2,4,16,6
2287581,2287581,25-Apr-22,Alabama,Birmingham,821 3rd Ave W,1.0,3.0,False,False,False,True,2022,2,4,17,0
2287572,2287572,25-Apr-22,California,San Jose,5200 block of Snow Dr,0.0,1.0,False,True,False,False,2022,2,4,17,0
2287228,2287228,25-Apr-22,Texas,Corpus Christi,4800 block of S Alameda St,0.0,1.0,False,True,False,False,2022,2,4,17,0
2287923,2287923,25-Apr-22,Pennsylvania,Kennett Square,121 Federal Walk,3.0,0.0,False,True,False,False,2022,2,4,17,0
2290103,2290103,25-Apr-22,Georgia,Valdosta,1300 block of Ponderosa Dr,0.0,1.0,False,True,False,False,2022,2,4,17,0
2288411,2288411,25-Apr-22,North Carolina,Yanceyville,Main St and Wall St,1.0,0.0,False,True,False,False,2022,2,4,17,0
2287220,2287220,25-Apr-22,Texas,Corpus Christi,Airline Rd and Williams Dr,0.0,1.0,False,True,False,False,2022,2,4,17,0
2288012,2288012,25-Apr-22,Missouri,Saint Louis,5800 block of Wells Ave,0.0,2.0,False,True,False,False,2022,2,4,17,0
2287912,2287912,25-Apr-22,Ohio,Columbus,Fairwood Ave and E Livingston Ave,0.0,1.0,False,True,False,False,2022,2,4,17,0
2287929,2287929,25-Apr-22,Pennsylvania,Philadelphia,2200 block of N Uber St,0.0,1.0,False,True,False,False,2022,2,4,17,0
2099736,2099736,25-Aug-21,Georgia,Atlanta,3843 Jonesboro Rd SE,0.0,1.0,False,False,True,False,2021,3,8,34,2
2100762,2100762,25-Aug-21,Virginia,Portsmouth,2800 block of Roanoke Ave,0.0,1.0,False,True,False,False,2021,3,8,34,2
2100503,2100503,25-Aug-21,California,Redondo Beach,100 block of W Torrance Blvd,1.0,2.0,False,True,False,False,2021,3,8,34,2
2099730,2099730,25-Aug-21,Michigan,Jackson,500 4th St,1.0,2.0,False,True,False,False,2021,3,8,34,2
2114023,2114023,25-Aug-21,Pennsylvania,Philadelphia,1500 block of W Susquehanna Ave,0.0,1.0,False,True,False,False,2021,3,8,34,2
2100653,2100653,25-Aug-21,Texas,Beaumont,2300 block of Hayes Ln,1.0,1.0,False,True,False,False,2021,3,8,34,2
2100323,2100323,25-Aug-21,Pennsylvania,Philadelphia,17000 block of N Taney St,0.0,1.0,False,True,False,False,2021,3,8,34,2
2100326,2100326,25-Aug-21,Indiana,Indianapolis,3500 block of Cecil Ave,0.0,1.0,True,False,True,False,2021,3,8,34,2
2100707,2100707,25-Aug-21,Wisconsin,Milwaukee,2100 block of N 42nd St,0.0,1.0,False,True,False,False,2021,3,8,34,2
2100203,2100203,25-Aug-21,Wisconsin,Milwaukee,N 41st St and W Lloyd St,1.0,0.0,False,True,False,False,2021,3,8,34,2
2100448,2100448,25-Aug-21,Connecticut,New Haven,200 block of Chatham St,1.0,0.0,False,True,False,False,2021,3,8,34,2
2100107,2100107,25-Aug-21,Kentucky,Louisville,3423 Fern Valley Rd,1.0,0.0,False,True,False,False,2021,3,8,34,2
2100175,2100175,25-Aug-21,Alabama,Mobile,2000 block of Gill Rd,0.0,1.0,False,False,True,False,2021,3,8,34,2
2101006,2101006,25-Aug-21,Kentucky,Henderson,800 block of Pond St,0.0,1.0,False,True,False,False,2021,3,8,34,2
2099481,2099481,25-Aug-21,Maryland,Baltimore,400 block of Laurens St,0.0,1.0,False,True,False,False,2021,3,8,34,2
2100098,2100098,25-Aug-21,New York,Staten Island,63 Victory Blvd,0.0,2.0,False,True,False,False,2021,3,8,34,2
2101237,2101237,25-Aug-21,Florida,Holt,Wilkerson Bluff Rd,1.0,0.0,False,False,True,False,2021,3,8,34,2
2100265,2100265,25-Aug-21,Ohio,Columbus,5800 Cleveland Ave,0.0,1.0,False,True,False,False,2021,3,8,34,2
2099876,2099876,25-Aug-21,Virginia,Norfolk,800 block of Brambleton Ave,0.0,1.0,False,True,False,False,2021,3,8,34,2
2197438,2197438,25-Dec-21,Texas,Fort Worth,E Maddox Ave and Yuma St,1.0,0.0,False,True,False,False,2021,4,12,51,5
2197233,2197233,25-Dec-21,North Carolina,Winston Salem (Winston-salem),2200 Block of Nissen Ave,0.0,3.0,False,True,False,False,2021,4,12,51,5
2196751,2196751,25-Dec-21,Ohio,Cincinnati,400 W 9th St,1.0,0.0,False,True,False,False,2021,4,12,51,5
2199383,2199383,25-Dec-21,Mississippi,Canton,147 Links Dr,1.0,0.0,False,False,True,False,2021,4,12,51,5
2196844,2196844,25-Dec-21,North Carolina,Hendersonville,Spicer Cove Rd,1.0,0.0,True,False,True,False,2021,4,12,51,5
2196808,2196808,25-Dec-21,Michigan,Detroit,18000 block of Prevost St,2.0,0.0,False,True,False,False,2021,4,12,51,5
2197354,2197354,25-Dec-21,Tennessee,Memphis,1013 Haynes St,1.0,0.0,False,True,False,False,2021,4,12,51,5
2196827,2196827,25-Dec-21,Louisiana,Lafayette,2100 block of NE Evangeline Thruway,0.0,4.0,False,False,False,True,2021,4,12,51,5
1939883,1939883,25-Feb-21,California,San Bernardino,1300 block of North D St,1.0,1.0,False,True,False,False,2021,1,2,8,3
1941599,1941599,25-Feb-21,Pennsylvania,Philadelphia,1300 block of E Cliveden St,0.0,1.0,False,True,False,False,2021,1,2,8,3
1939038,1939038,25-Feb-21,South Carolina,Irmo,Walnut Grove Cir,1.0,1.0,False,False,True,False,2021,1,2,8,3
1938343,1938343,25-Feb-21,Maryland,Silver Spring,8700 block of 1st Ave,0.0,1.0,False,False,True,False,2021,1,2,8,3
1939978,1939978,25-Feb-21,Louisiana,New Orleans,6000 block of Downman Rd,0.0,1.0,True,False,True,False,2021,1,2,8,3
1938278,1938278,25-Feb-21,Illinois,Chicago,200 block of W Pershing Rd,0.0,2.0,False,False,True,False,2021,1,2,8,3
1939036,1939036,25-Feb-21,South Carolina,Charleston,3752 Ashley Phosphate Rd,0.0,1.0,False,False,True,False,2021,1,2,8,3
1939610,1939610,25-Feb-21,Texas,Arlington,1500 block of Horseway Dr,0.0,2.0,False,False,True,False,2021,1,2,8,3
2241857,2241857,25-Feb-22,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2.0,2.0,False,False,False,True,2022,1,2,8,4
2241763,2241763,25-Feb-22,Texas,Wichita Falls,2700 block of Ridgeway Dr,0.0,1.0,False,True,True,False,2022,1,2,8,4
2241654,2241654,25-Feb-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,1.0,0.0,False,True,False,False,2022,1,2,8,4
2242204,2242204,25-Feb-22,South Carolina,Lancaster,W Gay St,0.0,2.0,False,True,False,False,2022,1,2,8,4
2242066,2242066,25-Feb-22,Alabama,Huntsville,2755 Wilson Dr,0.0,1.0,True,False,True,False,2022,1,2,8,4
2242333,2242333,25-Feb-22,Colorado,Commerce City,11200 block of Florence St,0.0,1.0,False,True,False,False,2022,1,2,8,4
2242995,2242995,25-Feb-22,Georgia,Lagrange,Houston St,0.0,1.0,False,True,False,False,2022,1,2,8,4
1914661,1914661,25-Jan-21,Mississippi,Jackson,800 block of Buena Vista Ave,1.0,0.0,False,True,False,False,2021,1,1,4,0
1912578,1912578,25-Jan-21,Illinois,Kankakee,100 block of N Greenwood Ave,0.0,1.0,False,True,False,False,2021,1,1,4,0
1912198,1912198,25-Jan-21,Georgia,Clarkston,751 N Indian Creek Dr,0.0,2.0,True,False,False,False,2021,1,1,4,0
1912810,1912810,25-Jan-21,Mississippi,Crystal Springs,Bradley Ln,0.0,1.0,False,True,False,False,2021,1,1,4,0
1912703,1912703,25-Jan-21,South Dakota,Sioux Falls,600 block of N Cleveland Ave,0.0,1.0,False,True,True,False,2021,1,1,4,0
1912726,1912726,25-Jan-21,Kansas,Topeka,909 SE 8th Ave,0.0,1.0,False,True,False,False,2021,1,1,4,0
1911799,1911799,25-Jan-21,Alabama,Talladega,Roosevelt St,0.0,1.0,False,True,False,False,2021,1,1,4,0
1913216,1913216,25-Jan-21,Georgia,Atlanta,1212 James Jackson Pkwy NW,0.0,1.0,True,False,True,False,2021,1,1,4,0
1911550,1911550,25-Jan-21,Virginia,Hopewell,Weston Cir and West Cawson St,0.0,1.0,False,True,False,False,2021,1,1,4,0
1911305,1911305,25-Jan-21,California,Davis,44643 CR 29,1.0,0.0,False,False,True,False,2021,1,1,4,0
1911026,1911026,25-Jan-21,District of Columbia,Washington,1406 Good Hope Rd SE,1.0,4.0,False,True,False,True,2021,1,1,4,0
1911944,1911944,25-Jan-21,North Carolina,Engelhard,False,1.0,0.0,False,False,True,False,2021,1,1,4,0
1912640,1912640,25-Jan-21,Texas,Houston,8326 Broadway St,1.0,0.0,False,True,False,False,2021,1,1,4,0
1911947,1911947,25-Jan-21,Texas,San Antonio,500 block of Belcross St,1.0,0.0,False,True,False,False,2021,1,1,4,0
1912456,1912456,25-Jan-21,Arizona,Chandler,W Chandler Blvd and N Alma School Rd,0.0,2.0,True,False,False,False,2021,1,1,4,0
1910991,1910991,25-Jan-21,Arizona,Phoenix,N 39th St and Thomas Rd,1.0,0.0,False,True,False,False,2021,1,1,4,0
2220535,2220535,25-Jan-22,Ohio,Columbus,200 block S Princeton Ave,0.0,1.0,False,True,True,False,2022,1,1,4,1
2219945,2219945,25-Jan-22,Maryland,Riverdale,6100 block of 62nd Pl,0.0,2.0,False,True,False,False,2022,1,1,4,1
2220447,2220447,25-Jan-22,Louisiana,New Roads,Carver St,0.0,3.0,False,True,False,False,2022,1,1,4,1
2220215,2220215,25-Jan-22,California,Los Angeles,899 Francisco St,0.0,1.0,False,False,True,False,2022,1,1,4,1
2220645,2220645,25-Jan-22,Iowa,Ankeny,1100 block of SW 28th St,1.0,0.0,False,False,True,False,2022,1,1,4,1
2251056,2251056,25-Jan-22,Texas,Lewisville,190 E Round Grove Rd,0.0,1.0,False,False,True,False,2022,1,1,4,1
2219869,2219869,25-Jan-22,New York,Buffalo,200 block of Koons Ave,1.0,1.0,False,True,False,False,2022,1,1,4,1
2219960,2219960,25-Jan-22,New York,New Rochelle,4th St and Washington Ave,1.0,0.0,False,True,False,False,2022,1,1,4,1
2074858,2074858,25-Jul-21,Texas,Beaumont,4800 block of Park St,0.0,1.0,False,True,False,False,2021,3,7,29,6
2074299,2074299,25-Jul-21,Missouri,Saint Louis,3100 block of Keokuk St,0.0,1.0,False,True,False,False,2021,3,7,29,6
2077937,2077937,25-Jul-21,North Carolina,Rockingham,Washington St EXT,0.0,1.0,False,True,False,False,2021,3,7,29,6
2074526,2074526,25-Jul-21,Iowa,Iowa City,210 S Dubuque St,0.0,2.0,False,True,False,False,2021,3,7,29,6
2074301,2074301,25-Jul-21,South Carolina,Anderson,719 W Maudlin Ct,0.0,2.0,False,True,False,False,2021,3,7,29,6
2074150,2074150,25-Jul-21,Colorado,Aurora,False,0.0,1.0,False,True,False,False,2021,3,7,29,6
2074536,2074536,25-Jul-21,Massachusetts,Lowell,115 Dalton St,0.0,1.0,False,True,False,False,2021,3,7,29,6
2073831,2073831,25-Jul-21,Indiana,Indianapolis,30 E Georgia St,0.0,1.0,False,False,True,False,2021,3,7,29,6
2075277,2075277,25-Jul-21,North Carolina,High Point,800 Block of Worth St,1.0,0.0,True,False,True,False,2021,3,7,29,6
2073724,2073724,25-Jul-21,Louisiana,Baton Rouge,5600 block of Fairfields Ave,0.0,1.0,True,False,False,False,2021,3,7,29,6
2075861,2075861,25-Jul-21,Texas,Prairie View,False,1.0,0.0,False,False,True,False,2021,3,7,29,6
2073597,2073597,25-Jul-21,Washington,Seattle,100 block of Occidental Ave S,2.0,3.0,False,False,False,True,2021,3,7,29,6
2074755,2074755,25-Jul-21,Texas,Houston,461 W Parker Rd,0.0,3.0,False,True,False,False,2021,3,7,29,6
